DataZone,InterZone,MMWard,Council,SPConst,CHP,HBCode
S01006898,S02001303,S13002499,S12000034,S16000077,S03000013,S08000020
S01006899,S02001303,S13002499,S12000034,S16000077,S03000013,S08000020
S01006900,S02001303,S13002499,S12000034,S16000077,S03000013,S08000020
S01006901,S02001303,S13002499,S12000034,S16000077,S03000013,S08000020
S01006902,S02001304,S13002499,S12000034,S16000077,S03000013,S08000020
S01006903,S02001304,S13002499,S12000034,S16000077,S03000013,S08000020
S01006904,S02001304,S13002499,S12000034,S16000077,S03000013,S08000020
S01006905,S02001304,S13002499,S12000034,S16000077,S03000013,S08000020
S01006906,S02001304,S13002499,S12000034,S16000077,S03000013,S08000020
S01006907,S02001304,S13002499,S12000034,S16000077,S03000013,S08000020
S01006908,S02001304,S13002499,S12000034,S16000077,S03000013,S08000020
S01006909,S02001305,S13002499,S12000034,S16000077,S03000013,S08000020
S01006910,S02001305,S13002498,S12000034,S16000078,S03000013,S08000020
S01006911,S02001305,S13002499,S12000034,S16000077,S03000013,S08000020
S01006912,S02001305,S13002499,S12000034,S16000077,S03000013,S08000020
S01006913,S02001305,S13002499,S12000034,S16000077,S03000013,S08000020
S01006914,S02001305,S13002498,S12000034,S16000078,S03000013,S08000020
S01006915,S02001305,S13002498,S12000034,S16000078,S03000013,S08000020
S01006916,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006917,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006918,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006919,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006920,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006921,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006922,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006923,S02001306,S13002500,S12000034,S16000078,S03000013,S08000020
S01006924,S02001306,S13002499,S12000034,S16000077,S03000013,S08000020
S01006925,S02001307,S13002500,S12000034,S16000078,S03000013,S08000020
S01006926,S02001307,S13002500,S12000034,S16000078,S03000013,S08000020
S01006927,S02001307,S13002500,S12000034,S16000078,S03000013,S08000020
S01006928,S02001307,S13002500,S12000034,S16000078,S03000013,S08000020
S01006929,S02001308,S13002501,S12000034,S16000078,S03000013,S08000020
S01006930,S02001308,S13002501,S12000034,S16000078,S03000013,S08000020
S01006931,S02001308,S13002501,S12000034,S16000078,S03000013,S08000020
S01006932,S02001308,S13002501,S12000034,S16000078,S03000013,S08000020
S01006933,S02001308,S13002501,S12000034,S16000078,S03000013,S08000020
S01006934,S02001308,S13002501,S12000034,S16000078,S03000013,S08000020
S01006935,S02001309,S13002501,S12000034,S16000078,S03000013,S08000020
S01006936,S02001309,S13002501,S12000034,S16000078,S03000013,S08000020
S01006937,S02001309,S13002501,S12000034,S16000078,S03000013,S08000020
S01006938,S02001309,S13002501,S12000034,S16000078,S03000013,S08000020
S01006939,S02001309,S13002501,S12000034,S16000078,S03000013,S08000020
S01006940,S02001309,S13002501,S12000034,S16000078,S03000013,S08000020
S01006941,S02001310,S13002501,S12000034,S16000078,S03000013,S08000020
S01006942,S02001310,S13002501,S12000034,S16000078,S03000013,S08000020
S01006943,S02001310,S13002501,S12000034,S16000078,S03000013,S08000020
S01006944,S02001310,S13002501,S12000034,S16000078,S03000013,S08000020
S01006945,S02001310,S13002501,S12000034,S16000078,S03000013,S08000020
S01006946,S02001311,S13002500,S12000034,S16000077,S03000013,S08000020
S01006947,S02001311,S13002500,S12000034,S16000077,S03000013,S08000020
S01006948,S02001311,S13002500,S12000034,S16000077,S03000013,S08000020
S01006949,S02001311,S13002500,S12000034,S16000077,S03000013,S08000020
S01006950,S02001311,S13002500,S12000034,S16000077,S03000013,S08000020
S01006951,S02001311,S13002500,S12000034,S16000077,S03000013,S08000020
S01006952,S02001312,S13002496,S12000034,S16000077,S03000013,S08000020
S01006953,S02001312,S13002496,S12000034,S16000077,S03000013,S08000020
S01006954,S02001312,S13002496,S12000034,S16000077,S03000013,S08000020
S01006955,S02001312,S13002496,S12000034,S16000077,S03000013,S08000020
S01006956,S02001312,S13002496,S12000034,S16000077,S03000013,S08000020
S01006957,S02001312,S13002496,S12000034,S16000077,S03000013,S08000020
S01006958,S02001313,S13002497,S12000034,S16000077,S03000013,S08000020
S01006959,S02001313,S13002497,S12000034,S16000077,S03000013,S08000020
S01006960,S02001313,S13002497,S12000034,S16000077,S03000013,S08000020
S01006961,S02001313,S13002497,S12000034,S16000077,S03000013,S08000020
S01006962,S02001313,S13002497,S12000034,S16000077,S03000013,S08000020
S01006963,S02001313,S13002497,S12000034,S16000077,S03000013,S08000020
S01006964,S02001313,S13002497,S12000034,S16000077,S03000013,S08000020
S01006965,S02001314,S13002497,S12000034,S16000077,S03000013,S08000020
S01006966,S02001314,S13002497,S12000034,S16000077,S03000013,S08000020
S01006967,S02001314,S13002497,S12000034,S16000077,S03000013,S08000020
S01006968,S02001314,S13002497,S12000034,S16000077,S03000013,S08000020
S01006969,S02001314,S13002497,S12000034,S16000077,S03000013,S08000020
S01006970,S02001314,S13002497,S12000034,S16000077,S03000013,S08000020
S01006971,S02001314,S13002497,S12000034,S16000077,S03000013,S08000020
S01006972,S02001315,S13002497,S12000034,S16000077,S03000013,S08000020
S01006973,S02001315,S13002497,S12000034,S16000077,S03000013,S08000020
S01006974,S02001315,S13002497,S12000034,S16000077,S03000013,S08000020
S01006975,S02001315,S13002492,S12000034,S16000077,S03000013,S08000020
S01006976,S02001315,S13002497,S12000034,S16000077,S03000013,S08000020
S01006977,S02001315,S13002497,S12000034,S16000077,S03000013,S08000020
S01006978,S02001316,S13002496,S12000034,S16000077,S03000013,S08000020
S01006979,S02001316,S13002496,S12000034,S16000077,S03000013,S08000020
S01006980,S02001316,S13002496,S12000034,S16000077,S03000013,S08000020
S01006981,S02001316,S13002496,S12000034,S16000077,S03000013,S08000020
S01006982,S02001316,S13002496,S12000034,S16000077,S03000013,S08000020
S01006983,S02001316,S13002496,S12000034,S16000077,S03000013,S08000020
S01006984,S02001316,S13002496,S12000034,S16000077,S03000013,S08000020
S01006985,S02001317,S13002496,S12000034,S16000077,S03000013,S08000020
S01006986,S02001317,S13002496,S12000034,S16000077,S03000013,S08000020
S01006987,S02001317,S13002496,S12000034,S16000077,S03000013,S08000020
S01006988,S02001317,S13002496,S12000034,S16000077,S03000013,S08000020
S01006989,S02001317,S13002496,S12000034,S16000077,S03000013,S08000020
S01006990,S02001317,S13002496,S12000034,S16000077,S03000013,S08000020
S01006991,S02001318,S13002495,S12000034,S16000077,S03000013,S08000020
S01006992,S02001318,S13002496,S12000034,S16000077,S03000013,S08000020
S01006993,S02001318,S13002495,S12000034,S16000077,S03000013,S08000020
S01006994,S02001318,S13002495,S12000034,S16000077,S03000013,S08000020
S01006995,S02001318,S13002495,S12000034,S16000077,S03000013,S08000020
S01006996,S02001318,S13002495,S12000034,S16000077,S03000013,S08000020
S01006997,S02001319,S13002498,S12000034,S16000078,S03000013,S08000020
S01006998,S02001319,S13002498,S12000034,S16000078,S03000013,S08000020
S01006999,S02001319,S13002502,S12000034,S16000078,S03000013,S08000020
S01007000,S02001319,S13002498,S12000034,S16000078,S03000013,S08000020
S01007001,S02001319,S13002498,S12000034,S16000078,S03000013,S08000020
S01007002,S02001320,S13002502,S12000034,S16000078,S03000013,S08000020
S01007003,S02001320,S13002502,S12000034,S16000078,S03000013,S08000020
S01007004,S02001320,S13002502,S12000034,S16000078,S03000013,S08000020
S01007005,S02001320,S13002502,S12000034,S16000078,S03000013,S08000020
S01007006,S02001320,S13002502,S12000034,S16000078,S03000013,S08000020
S01007007,S02001320,S13002502,S12000034,S16000078,S03000013,S08000020
S01007008,S02001321,S13002502,S12000034,S16000078,S03000013,S08000020
S01007009,S02001321,S13002502,S12000034,S16000078,S03000013,S08000020
S01007010,S02001321,S13002502,S12000034,S16000078,S03000013,S08000020
S01007011,S02001321,S13002502,S12000034,S16000078,S03000013,S08000020
S01007012,S02001321,S13002502,S12000034,S16000078,S03000013,S08000020
S01007013,S02001322,S13002495,S12000034,S16000077,S03000013,S08000020
S01007014,S02001322,S13002495,S12000034,S16000077,S03000013,S08000020
S01007015,S02001322,S13002502,S12000034,S16000078,S03000013,S08000020
S01007016,S02001322,S13002495,S12000034,S16000077,S03000013,S08000020
S01007017,S02001323,S13002495,S12000034,S16000077,S03000013,S08000020
S01007018,S02001323,S13002495,S12000034,S16000077,S03000013,S08000020
S01007019,S02001323,S13002495,S12000034,S16000077,S03000013,S08000020
S01007020,S02001323,S13002495,S12000034,S16000077,S03000013,S08000020
S01007021,S02001323,S13002495,S12000034,S16000077,S03000013,S08000020
S01007022,S02001323,S13002495,S12000034,S16000077,S03000013,S08000020
S01007023,S02001324,S13002489,S12000034,S16000085,S03000013,S08000020
S01007024,S02001324,S13002489,S12000034,S16000085,S03000013,S08000020
S01007025,S02001324,S13002489,S12000034,S16000085,S03000013,S08000020
S01007026,S02001324,S13002489,S12000034,S16000085,S03000013,S08000020
S01007027,S02001325,S13002489,S12000034,S16000085,S03000013,S08000020
S01007028,S02001325,S13002489,S12000034,S16000085,S03000013,S08000020
S01007029,S02001325,S13002489,S12000034,S16000085,S03000013,S08000020
S01007030,S02001325,S13002489,S12000034,S16000085,S03000013,S08000020
S01007031,S02001325,S13002489,S12000034,S16000085,S03000013,S08000020
S01007032,S02001326,S13002489,S12000034,S16000085,S03000013,S08000020
S01007033,S02001326,S13002489,S12000034,S16000085,S03000013,S08000020
S01007034,S02001326,S13002489,S12000034,S16000085,S03000013,S08000020
S01007035,S02001326,S13002489,S12000034,S16000085,S03000013,S08000020
S01007036,S02001326,S13002489,S12000034,S16000085,S03000013,S08000020
S01007037,S02001327,S13002490,S12000034,S16000085,S03000013,S08000020
S01007038,S02001327,S13002490,S12000034,S16000085,S03000013,S08000020
S01007039,S02001327,S13002490,S12000034,S16000085,S03000013,S08000020
S01007040,S02001327,S13002490,S12000034,S16000085,S03000013,S08000020
S01007041,S02001327,S13002490,S12000034,S16000085,S03000013,S08000020
S01007042,S02001328,S13002495,S12000034,S16000077,S03000013,S08000020
S01007043,S02001328,S13002490,S12000034,S16000085,S03000013,S08000020
S01007044,S02001328,S13002490,S12000034,S16000085,S03000013,S08000020
S01007045,S02001328,S13002490,S12000034,S16000085,S03000013,S08000020
S01007046,S02001329,S13002490,S12000034,S16000085,S03000013,S08000020
S01007047,S02001329,S13002492,S12000034,S16000077,S03000013,S08000020
S01007048,S02001329,S13002495,S12000034,S16000077,S03000013,S08000020
S01007049,S02001329,S13002492,S12000034,S16000077,S03000013,S08000020
S01007050,S02001330,S13002492,S12000034,S16000077,S03000013,S08000020
S01007051,S02001330,S13002492,S12000034,S16000077,S03000013,S08000020
S01007052,S02001330,S13002492,S12000034,S16000077,S03000013,S08000020
S01007053,S02001330,S13002492,S12000034,S16000077,S03000013,S08000020
S01007054,S02001330,S13002492,S12000034,S16000077,S03000013,S08000020
S01007055,S02001330,S13002492,S12000034,S16000077,S03000013,S08000020
S01007056,S02001330,S13002492,S12000034,S16000077,S03000013,S08000020
S01007057,S02001331,S13002492,S12000034,S16000077,S03000013,S08000020
S01007058,S02001331,S13002492,S12000034,S16000077,S03000013,S08000020
S01007059,S02001331,S13002492,S12000034,S16000077,S03000013,S08000020
S01007060,S02001331,S13002492,S12000034,S16000077,S03000013,S08000020
S01007061,S02001332,S13002492,S12000034,S16000077,S03000013,S08000020
S01007062,S02001332,S13002496,S12000034,S16000077,S03000013,S08000020
S01007063,S02001332,S13002492,S12000034,S16000077,S03000013,S08000020
S01007064,S02001332,S13002492,S12000034,S16000077,S03000013,S08000020
S01007065,S02001333,S13002494,S12000034,S16000077,S03000013,S08000020
S01007066,S02001333,S13002494,S12000034,S16000077,S03000013,S08000020
S01007067,S02001333,S13002494,S12000034,S16000077,S03000013,S08000020
S01007068,S02001333,S13002494,S12000034,S16000077,S03000013,S08000020
S01007069,S02001333,S13002494,S12000034,S16000085,S03000013,S08000020
S01007070,S02001333,S13002494,S12000034,S16000085,S03000013,S08000020
S01007071,S02001333,S13002494,S12000034,S16000077,S03000013,S08000020
S01007072,S02001334,S13002494,S12000034,S16000085,S03000013,S08000020
S01007073,S02001334,S13002494,S12000034,S16000085,S03000013,S08000020
S01007074,S02001334,S13002494,S12000034,S16000085,S03000013,S08000020
S01007075,S02001334,S13002494,S12000034,S16000085,S03000013,S08000020
S01007076,S02001334,S13002494,S12000034,S16000085,S03000013,S08000020
S01007077,S02001334,S13002494,S12000034,S16000085,S03000013,S08000020
S01007078,S02001335,S13002494,S12000034,S16000085,S03000013,S08000020
S01007079,S02001335,S13002494,S12000034,S16000085,S03000013,S08000020
S01007080,S02001335,S13002494,S12000034,S16000085,S03000013,S08000020
S01007081,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007082,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007083,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007084,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007085,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007086,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007087,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007088,S02001336,S13002493,S12000034,S16000085,S03000013,S08000020
S01007089,S02001337,S13002493,S12000034,S16000085,S03000013,S08000020
S01007090,S02001337,S13002493,S12000034,S16000085,S03000013,S08000020
S01007091,S02001337,S13002493,S12000034,S16000085,S03000013,S08000020
S01007092,S02001337,S13002493,S12000034,S16000085,S03000013,S08000020
S01007093,S02001337,S13002493,S12000034,S16000085,S03000013,S08000020
S01007094,S02001337,S13002493,S12000034,S16000085,S03000013,S08000020
S01007095,S02001338,S13002492,S12000034,S16000077,S03000013,S08000020
S01007096,S02001338,S13002492,S12000034,S16000077,S03000013,S08000020
S01007097,S02001338,S13002494,S12000034,S16000085,S03000013,S08000020
S01007098,S02001338,S13002493,S12000034,S16000085,S03000013,S08000020
S01007099,S02001338,S13002493,S12000034,S16000085,S03000013,S08000020
S01007100,S02001338,S13002492,S12000034,S16000077,S03000013,S08000020
S01007101,S02001338,S13002493,S12000034,S16000085,S03000013,S08000020
S01007102,S02001338,S13002493,S12000034,S16000085,S03000013,S08000020
S01007103,S02001339,S13002491,S12000034,S16000085,S03000013,S08000020
S01007104,S02001339,S13002491,S12000034,S16000085,S03000013,S08000020
S01007105,S02001339,S13002491,S12000034,S16000085,S03000013,S08000020
S01007106,S02001339,S13002493,S12000034,S16000085,S03000013,S08000020
S01007107,S02001339,S13002491,S12000034,S16000085,S03000013,S08000020
S01007108,S02001339,S13002491,S12000034,S16000085,S03000013,S08000020
S01007109,S02001339,S13002490,S12000034,S16000085,S03000013,S08000020
S01007110,S02001339,S13002490,S12000034,S16000085,S03000013,S08000020
S01007111,S02001339,S13002490,S12000034,S16000085,S03000013,S08000020
S01007112,S02001340,S13002491,S12000034,S16000085,S03000013,S08000020
S01007113,S02001340,S13002491,S12000034,S16000085,S03000013,S08000020
S01007114,S02001340,S13002491,S12000034,S16000085,S03000013,S08000020
S01007115,S02001340,S13002491,S12000034,S16000085,S03000013,S08000020
S01007116,S02001340,S13002491,S12000034,S16000085,S03000013,S08000020
S01007117,S02001340,S13002491,S12000034,S16000085,S03000013,S08000020
S01007118,S02001341,S13002491,S12000034,S16000085,S03000013,S08000020
S01007119,S02001341,S13002491,S12000034,S16000085,S03000013,S08000020
S01007120,S02001341,S13002491,S12000034,S16000085,S03000013,S08000020
S01007121,S02001342,S13002491,S12000034,S16000085,S03000013,S08000020
S01007122,S02001342,S13002491,S12000034,S16000085,S03000013,S08000020
S01007123,S02001342,S13002491,S12000034,S16000085,S03000013,S08000020
S01007124,S02001342,S13002491,S12000034,S16000085,S03000013,S08000020
S01007125,S02001343,S13002491,S12000034,S16000085,S03000013,S08000020
S01007126,S02001343,S13002491,S12000034,S16000085,S03000013,S08000020
S01007127,S02001343,S13002491,S12000034,S16000085,S03000013,S08000020
S01007128,S02001343,S13002491,S12000034,S16000085,S03000013,S08000020
S01007129,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007130,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007131,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007132,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007133,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007134,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007135,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007136,S02001344,S13002829,S12000041,S16000082,S03000038,S08000027
S01007137,S02001345,S13002829,S12000041,S16000082,S03000038,S08000027
S01007138,S02001345,S13002829,S12000041,S16000082,S03000038,S08000027
S01007139,S02001345,S13002829,S12000041,S16000082,S03000038,S08000027
